ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ACTUAL_SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,CUSTOMERNAME,POSTALCODE,COUNTRY,TERRITORY,DEALSIZE
10237,26,40.23,1045.98,4/5/2004,Shipped,2,4,2004,Motorcycles,40,Vitachrome Inc.,10022,USA,NA,Small
10252,36,48.28,1738.08,5/26/2004,Shipped,2,5,2004,Motorcycles,40,Auto Canal Petit,75016,France,EMEA,Small
10264,20,32.59,651.8,6/30/2004,Shipped,2,6,2004,Motorcycles,40,Gifts4AllAges.com,51003,USA,NA,Small
10276,27,36.61,988.47,8/2/2004,Shipped,3,8,2004,Motorcycles,40,Online Mini Collectables,58339,USA,NA,Small
10285,37,41.03,1518.11,8/27/2004,Shipped,3,8,2004,Motorcycles,40,Marta's Replicas Co.,51247,USA,NA,Small
10299,24,42.24,1013.76,9/30/2004,Shipped,3,9,2004,Motorcycles,40,"Toys of Finland, Co.",21240,Finland,EMEA,Small
10310,36,43.05,1549.8,10/16/2004,Shipped,4,10,2004,Motorcycles,40,"Toms Spezialitten, Ltd",50739,Germany,EMEA,Small
10319,29,38.22,1108.38,11/3/2004,Shipped,4,11,2004,Motorcycles,40,Microscale Inc.,10022,USA,NA,Small
10331,28,100,2800,11/17/2004,Shipped,4,11,2004,Motorcycles,40,Motor Mint Distributors Inc.,71270,USA,NA,Medium
10343,29,100,2900,11/24/2004,Shipped,4,11,2004,Motorcycles,40,Reims Collectables,51100,France,EMEA,Medium
10355,38,39.83,1513.54,12/7/2004,Shipped,4,12,2004,Motorcycles,40,Euro Shopping Channel,28034,Spain,EMEA,Small
10364,48,48.28,2317.44,1/6/2005,Shipped,1,1,2005,Motorcycles,40,Marseille Mini Autos,13008,France,EMEA,Small
10378,40,82.46,3298.4,2/10/2005,Shipped,1,2,2005,Motorcycles,40,Euro Shopping Channel,28034,Spain,EMEA,Medium
10390,41,44.56,1826.96,3/4/2005,Shipped,1,3,2005,Motorcycles,40,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10403,30,40.23,1206.9,4/8/2005,Shipped,2,4,2005,Motorcycles,40,"UK Collectables, Ltd.",WX1 6LT,UK,EMEA,Small
10104,35,47.62,1666.7,1/31/2003,Shipped,1,1,2003,Trucks and Buses,54,Euro Shopping Channel,28034,Spain,EMEA,Small
10114,28,55.73,1560.44,4/1/2003,Shipped,2,4,2003,Trucks and Buses,54,"La Corne D'abondance, Co.",75012,France,EMEA,Small
10127,45,51.95,2337.75,6/3/2003,Shipped,2,6,2003,Trucks and Buses,54,Muscle Machine Inc,10022,USA,NA,Small
10141,24,45.99,1103.76,8/1/2003,Shipped,3,8,2003,Trucks and Buses,54,Suominen Souveniers,FIN-02271,Finland,EMEA,Small
10151,41,63.85,2617.85,9/21/2003,Shipped,3,9,2003,Trucks and Buses,54,"Oulu Toy Supplies, Inc.",90110,Finland,EMEA,Small
10165,48,45.99,2207.52,10/22/2003,Shipped,4,10,2003,Trucks and Buses,54,"Dragon Souveniers, Ltd.",79903,Singapore,Japan,Small
10175,50,63.31,3165.5,11/6/2003,Shipped,4,11,2003,Trucks and Buses,54,"Stylish Desk Decors, Co.",WX3 6FW,UK,EMEA,Medium
10184,33,62.77,2071.41,11/14/2003,Shipped,4,11,2003,Trucks and Buses,54,"Iberia Gift Imports, Corp.",41101,Spain,EMEA,Small
10195,32,43.29,1385.28,11/25/2003,Shipped,4,11,2003,Trucks and Buses,54,Mini Classics,24067,USA,NA,Small
10207,27,60.06,1621.62,12/9/2003,Shipped,4,12,2003,Trucks and Buses,54,Diecast Collectables,51003,USA,NA,Small
10219,35,55.19,1931.65,2/10/2004,Shipped,1,2,2004,Trucks and Buses,54,Signal Collectibles Ltd.,94217,USA,NA,Small
10229,23,54.11,1244.53,3/11/2004,Shipped,1,3,2004,Trucks and Buses,54,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10246,35,48.7,1704.5,5/5/2004,Shipped,2,5,2004,Trucks and Buses,54,Euro Shopping Channel,28034,Spain,EMEA,Small
10259,40,43.83,1753.2,6/15/2004,Shipped,2,6,2004,Trucks and Buses,54,Handji Gifts& Co,69045,Singapore,APAC,Small
10271,35,47.62,1666.7,7/20/2004,Shipped,3,7,2004,Trucks and Buses,54,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10281,31,55.19,1710.89,8/19/2004,Shipped,3,8,2004,Trucks and Buses,54,Diecast Classics Inc.,70267,USA,NA,Small
10292,50,46.53,2326.5,9/8/2004,Shipped,3,9,2004,Trucks and Buses,54,Land of Toys Inc.,10022,USA,NA,Small
10305,40,57.9,2316,10/13/2004,Shipped,4,10,2004,Trucks and Buses,54,Marta's Replicas Co.,51247,USA,NA,Small
10313,38,45.45,1727.1,10/22/2004,Shipped,4,10,2004,Trucks and Buses,54,Canadian Gift Exchange Network,V3F 2K1,Canada,NA,Small
10325,38,100,3800,11/5/2004,Shipped,4,11,2004,Trucks and Buses,54,Baane Mini Imports,4110,Norway,EMEA,Large
10335,40,60.6,2424,11/19/2004,Shipped,4,11,2004,Trucks and Buses,54,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10349,33,46.53,1535.49,12/1/2004,Shipped,4,12,2004,Trucks and Buses,54,Muscle Machine Inc,10022,USA,NA,Small
10359,36,100,3600,12/15/2004,Shipped,4,12,2004,Trucks and Buses,54,Reims Collectables,51100,France,EMEA,Medium
10371,20,66.47,1329.4,1/23/2005,Shipped,1,1,2005,Trucks and Buses,54,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10383,32,53.18,1701.76,2/22/2005,Shipped,1,2,2005,Trucks and Buses,54,Euro Shopping Channel,28034,Spain,EMEA,Small
10394,36,62.77,2259.72,3/15/2005,Shipped,1,3,2005,Trucks and Buses,54,Euro Shopping Channel,28034,Spain,EMEA,Small
10412,19,48.7,925.3,5/3/2005,Shipped,2,5,2005,Trucks and Buses,54,Euro Shopping Channel,28034,Spain,EMEA,Small
10425,11,43.83,482.13,5/31/2005,In Process,2,5,2005,Trucks and Buses,54,La Rochelle Gifts,44000,France,EMEA,Small
10104,49,65.87,3227.63,1/31/2003,Shipped,1,1,2003,Trains,62,Euro Shopping Channel,28034,Spain,EMEA,Medium
10116,27,63.38,1711.26,4/11/2003,Shipped,2,4,2003,Trains,62,Royale Belge,B-6000,Belgium,EMEA,Small
10127,29,70.84,2054.36,6/3/2003,Shipped,2,6,2003,Trains,62,Muscle Machine Inc,10022,USA,NA,Small
10142,42,74.57,3131.94,8/8/2003,Shipped,3,8,2003,Trains,62,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10152,33,50.95,1681.35,9/25/2003,Shipped,3,9,2003,Trains,62,"Australian Gift Network, Co",4101,Australia,APAC,Small
10165,44,53.44,2351.36,10/22/2003,Shipped,4,10,2003,Trains,62,"Dragon Souveniers, Ltd.",79903,Singapore,Japan,Small
10176,22,64,1408,11/6/2003,Shipped,4,11,2003,Trains,62,L'ordine Souveniers,42100,Italy,EMEA,Small
10184,48,50.95,2445.6,11/14/2003,Shipped,4,11,2003,Trains,62,"Iberia Gift Imports, Corp.",41101,Spain,EMEA,Small
10195,33,54.68,1804.44,11/25/2003,Shipped,4,11,2003,Trains,62,Mini Classics,24067,USA,NA,Small
10207,45,56.55,2544.75,12/9/2003,Shipped,4,12,2003,Trains,62,Diecast Collectables,51003,USA,NA,Small
10220,20,52.82,1056.4,2/12/2004,Shipped,1,2,2004,Trains,62,"Clover Collections, Co.",2,Ireland,EMEA,Small
10230,46,60.9,2801.4,3/15/2004,Shipped,1,3,2004,Trains,62,"Blauer See Auto, Co.",60528,Germany,EMEA,Small
10247,40,49.71,1988.4,5/5/2004,Shipped,2,5,2004,Trains,62,Suominen Souveniers,FIN-02271,Finland,EMEA,Small
10272,45,64.63,2908.35,7/20/2004,Shipped,3,7,2004,Trains,62,Diecast Classics Inc.,70267,USA,NA,Small
10282,36,59.65,2147.4,8/20/2004,Shipped,3,8,2004,Trains,62,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10292,31,67.73,2099.63,9/8/2004,Shipped,3,9,2004,Trains,62,Land of Toys Inc.,10022,USA,NA,Small
10306,46,50.33,2315.18,10/14/2004,Shipped,4,10,2004,Trains,62,"AV Stores, Co.",EC2 5NT,UK,EMEA,Small
10314,35,66.49,2327.15,10/22/2004,Shipped,4,10,2004,Trains,62,Heintze Collectables,8200,Denmark,EMEA,Small
10325,28,100,2800,11/5/2004,Shipped,4,11,2004,Trains,62,Baane Mini Imports,4110,Norway,EMEA,Medium
10336,31,84.71,2626.01,11/20/2004,Shipped,4,11,2004,Trains,62,"La Corne D'abondance, Co.",75012,France,EMEA,Small
10350,27,100,2700,12/2/2004,Shipped,4,12,2004,Trains,62,Euro Shopping Channel,28034,Spain,EMEA,Medium
10359,22,100,2200,12/15/2004,Shipped,4,12,2004,Trains,62,Reims Collectables,51100,France,EMEA,Medium
10371,30,99.55,2986.5,1/23/2005,Shipped,1,1,2005,Trains,62,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10383,44,36.07,1587.08,2/22/2005,Shipped,1,2,2005,Trains,62,Euro Shopping Channel,28034,Spain,EMEA,Small
10394,30,60.28,1808.4,3/15/2005,Shipped,1,3,2005,Trains,62,Euro Shopping Channel,28034,Spain,EMEA,Small
10413,24,49.71,1193.04,5/5/2005,Shipped,2,5,2005,Trains,62,Gift Depot Inc.,97562,USA,NA,Small
10103,45,75.63,3403.35,1/29/2003,Shipped,1,1,2003,Trucks and Buses,64,Baane Mini Imports,4110,Norway,EMEA,Medium
10113,23,68.52,1575.96,3/26/2003,Shipped,1,3,2003,Trucks and Buses,64,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10126,26,62.7,1630.2,5/28/2003,Shipped,2,5,2003,Trucks and Buses,64,"Corrida Auto Replicas, Ltd",28023,Spain,EMEA,Small
10140,28,60.76,1701.28,7/24/2003,Shipped,3,7,2003,Trucks and Buses,64,Technics Stores Inc.,94217,USA,NA,Small
10150,49,58.18,2850.82,9/19/2003,Shipped,3,9,2003,Trucks and Buses,64,"Dragon Souveniers, Ltd.",79903,Singapore,Japan,Small
10164,49,54.94,2692.06,10/21/2003,Resolved,4,10,2003,Trucks and Buses,64,Mini Auto Werke,8010,Austria,EMEA,Small
10175,29,74.98,2174.42,11/6/2003,Shipped,4,11,2003,Trucks and Buses,64,"Stylish Desk Decors, Co.",WX3 6FW,UK,EMEA,Small
10183,49,64.64,3167.36,11/13/2003,Shipped,4,11,2003,Trucks and Buses,64,"Classic Gift Ideas, Inc",71270,USA,NA,Medium
10194,39,54.94,2142.66,11/25/2003,Shipped,4,11,2003,Trucks and Buses,64,"Saveley & Henriot, Co.",69004,France,EMEA,Small
10206,36,58.82,2117.52,12/5/2003,Shipped,4,12,2003,Trucks and Buses,64,Canadian Gift Exchange Network,V3F 2K1,Canada,NA,Small
10217,39,62.05,2419.95,2/4/2004,Shipped,1,2,2004,Trucks and Buses,64,Handji Gifts& Co,69045,Singapore,APAC,Small
10229,30,73.04,2191.2,3/11/2004,Shipped,1,3,2004,Trucks and Buses,64,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10245,44,69.16,3043.04,5/4/2004,Shipped,2,5,2004,Trucks and Buses,64,Super Scale Inc.,97823,USA,NA,Medium
10258,20,61.41,1228.2,6/15/2004,Shipped,2,6,2004,Trucks and Buses,64,"Tokyo Collectables, Ltd",106-0032,Japan,Japan,Small
10270,21,63.35,1330.35,7/19/2004,Shipped,3,7,2004,Trucks and Buses,64,Souveniers And Things Co.,2067,Australia,APAC,Small
10281,36,77.57,2792.52,8/19/2004,Shipped,3,8,2004,Trucks and Buses,64,Diecast Classics Inc.,70267,USA,NA,Small
10291,32,71.75,2296,9/8/2004,Shipped,3,9,2004,Trucks and Buses,64,Scandinavian Gift Ideas,S-844 67,Sweden,EMEA,Small
10304,36,73.04,2629.44,10/11/2004,Shipped,4,10,2004,Trucks and Buses,64,Auto Assoc. & Cie.,78000,France,EMEA,Small
10313,34,56.24,1912.16,10/22/2004,Shipped,4,10,2004,Trucks and Buses,64,Canadian Gift Exchange Network,V3F 2K1,Canada,NA,Small
10324,48,100,4800,11/5/2004,Shipped,4,11,2004,Trucks and Buses,64,Vitachrome Inc.,10022,USA,NA,Large
10333,33,73.69,2431.77,11/18/2004,Shipped,4,11,2004,Trucks and Buses,64,Mini Wheels Co.,Unknown,USA,NA,Small
10348,31,100,3100,11/1/2004,Shipped,4,11,2004,Trucks and Buses,64,"Corrida Auto Replicas, Ltd",28023,Spain,EMEA,Medium
10358,36,100,3600,12/10/2004,Shipped,4,12,2004,Trucks and Buses,64,Euro Shopping Channel,28034,Spain,EMEA,Medium
10370,25,100,2500,1/20/2005,Shipped,1,1,2005,Trucks and Buses,64,"Anna's Decorations, Ltd",2060,Australia,APAC,Medium
10382,48,100,4800,2/17/2005,Shipped,1,2,2005,Trucks and Buses,64,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10411,27,69.16,1867.32,5/1/2005,Shipped,2,5,2005,Trucks and Buses,64,Quebec Home Shopping Network,H1J 1C3,Canada,NA,Small
10424,44,61.41,2702.04,5/31/2005,In Process,2,5,2005,Trucks and Buses,64,Euro Shopping Channel,28034,Spain,EMEA,Small
10106,33,72.92,2406.36,2/17/2003,Shipped,1,2,2003,Vintage Cars,68,Rovelli Gifts,24100,Italy,EMEA,Small
10120,29,72.23,2094.67,4/29/2003,Shipped,2,4,2003,Vintage Cars,68,"Australian Collectors, Co.",3004,Australia,APAC,Small
10133,49,57.1,2797.9,6/27/2003,Shipped,2,6,2003,Vintage Cars,68,Euro Shopping Channel,28034,Spain,EMEA,Small
10144,20,81.86,1637.2,8/13/2003,Shipped,3,8,2003,Vintage Cars,68,Royale Belge,B-6000,Belgium,EMEA,Small
10168,31,73.61,2281.91,10/28/2003,Shipped,4,10,2003,Vintage Cars,68,Technics Stores Inc.,94217,USA,NA,Small
10210,39,59.16,2307.24,1/12/2004,Shipped,1,1,2004,Vintage Cars,68,Osaka Souveniers Co.,530-0003,Japan,Japan,Small
10223,20,66.04,1320.8,2/20/2004,Shipped,1,2,2004,Vintage Cars,68,"Australian Collectors, Co.",3004,Australia,APAC,Small
10235,34,77.73,2642.82,4/2/2004,Shipped,2,4,2004,Vintage Cars,68,"Royal Canadian Collectables, Ltd.",T2F 8M4,Canada,NA,Small
10250,50,61.22,3061,5/11/2004,Shipped,2,5,2004,Vintage Cars,68,The Sharp Gifts Warehouse,94217,USA,NA,Medium
10262,40,79.11,3164.4,6/24/2004,Cancelled,2,6,2004,Vintage Cars,68,Euro Shopping Channel,28034,Spain,EMEA,Medium
10275,28,63.97,1791.16,7/23/2004,Shipped,3,7,2004,Vintage Cars,68,La Rochelle Gifts,44000,France,EMEA,Small
10284,50,81.86,4093,8/21/2004,Shipped,3,8,2004,Vintage Cars,68,"Norway Gifts By Mail, Co.",N 0106,Norway,EMEA,Medium
10297,28,79.8,2234.4,9/16/2004,Shipped,3,9,2004,Vintage Cars,68,"Clover Collections, Co.",2,Ireland,EMEA,Small
10308,46,66.04,3037.84,10/15/2004,Shipped,4,10,2004,Vintage Cars,68,Mini Classics,24067,USA,NA,Medium
10316,24,59.16,1419.84,11/1/2004,Shipped,4,11,2004,Vintage Cars,68,giftsbymail.co.uk,PO31 7PJ,UK,EMEA,Small
10328,24,81.17,1948.08,11/12/2004,Shipped,4,11,2004,Vintage Cars,68,Rovelli Gifts,24100,Italy,EMEA,Small
10340,39,59.16,2307.24,11/24/2004,Shipped,4,11,2004,Vintage Cars,68,Enaco Distributors,8022,Spain,EMEA,Small
10353,40,44.51,1780.4,12/4/2004,Shipped,4,12,2004,Vintage Cars,68,Gift Ideas Corp.,97561,USA,NA,Small
10361,49,72.33,3544.17,12/17/2004,Shipped,4,12,2004,Vintage Cars,68,Souveniers And Things Co.,2067,Australia,APAC,Medium
10375,44,82.26,3619.44,2/3/2005,Shipped,1,2,2005,Vintage Cars,68,La Rochelle Gifts,44000,France,EMEA,Medium
10388,35,100,3500,3/3/2005,Shipped,1,3,2005,Vintage Cars,68,FunGiftIdeas.com,50553,USA,NA,Medium
10398,22,67.41,1483.02,3/30/2005,Shipped,1,3,2005,Vintage Cars,68,Reims Collectables,51100,France,EMEA,Small
10401,62,77.73,4819.26,4/3/2005,On Hold,2,4,2005,Vintage Cars,68,Tekni Collectables Inc.,94019,USA,NA,Medium
10416,26,61.22,1591.72,5/10/2005,Shipped,2,5,2005,Vintage Cars,68,L'ordine Souveniers,42100,Italy,EMEA,Small
10108,31,100,3100,3/3/2003,Shipped,1,3,2003,Motorcycles,102,Cruz & Sons Co.,1227 MM,Philippines,Japan,Medium
10121,25,86.74,2168.5,5/7/2003,Shipped,2,5,2003,Motorcycles,102,Reims Collectables,51100,France,EMEA,Small
10135,30,89.8,2694,7/2/2003,Shipped,3,7,2003,Motorcycles,102,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10145,27,100,2700,8/25/2003,Shipped,3,8,2003,Motorcycles,102,Toys4GrownUps.com,90003,USA,NA,Medium
10159,23,100,2300,10/10/2003,Shipped,4,10,2003,Motorcycles,102,Corporate Gift Ideas Co.,Unknown,USA,NA,Small
10169,34,100,3400,11/4/2003,Shipped,4,11,2003,Motorcycles,102,"Anna's Decorations, Ltd",2060,Australia,APAC,Medium
10180,22,100,2200,11/11/2003,Shipped,4,11,2003,Motorcycles,102,Daedalus Designs Imports,59000,France,EMEA,Small
10190,42,85.72,3600.24,11/19/2003,Shipped,4,11,2003,Motorcycles,102,Euro Shopping Channel,28034,Spain,EMEA,Medium
10211,37,100,3700,1/15/2004,Shipped,1,1,2004,Motorcycles,102,Auto Canal Petit,75016,France,EMEA,Medium
10224,30,100,3000,2/21/2004,Shipped,1,2,2004,Motorcycles,102,Daedalus Designs Imports,59000,France,EMEA,Medium
10237,27,100,2700,4/5/2004,Shipped,2,4,2004,Motorcycles,102,Vitachrome Inc.,10022,USA,NA,Medium
10252,25,100,2500,5/26/2004,Shipped,2,5,2004,Motorcycles,102,Auto Canal Petit,75016,France,EMEA,Small
10264,34,97.97,3330.98,6/30/2004,Shipped,2,6,2004,Motorcycles,102,Gifts4AllAges.com,51003,USA,NA,Medium
10276,38,100,3800,8/2/2004,Shipped,3,8,2004,Motorcycles,102,Online Mini Collectables,58339,USA,NA,Medium
10285,26,100,2600,8/27/2004,Shipped,3,8,2004,Motorcycles,102,Marta's Replicas Co.,51247,USA,NA,Small
10299,38,100,3800,9/30/2004,Shipped,3,9,2004,Motorcycles,102,"Toys of Finland, Co.",21240,Finland,EMEA,Medium
10309,50,84.7,4235,10/15/2004,Shipped,4,10,2004,Motorcycles,102,Baane Mini Imports,4110,Norway,EMEA,Medium
10319,22,100,2200,11/3/2004,Shipped,4,11,2004,Motorcycles,102,Microscale Inc.,10022,USA,NA,Small
10331,32,100,3200,11/17/2004,Shipped,4,11,2004,Motorcycles,102,Motor Mint Distributors Inc.,71270,USA,NA,Medium
10341,31,71.02,2201.62,11/24/2004,Shipped,4,11,2004,Motorcycles,102,Salzburg Collectables,5020,Austria,EMEA,Small
10355,40,100,4000,12/7/2004,Shipped,4,12,2004,Motorcycles,102,Euro Shopping Channel,28034,Spain,EMEA,Medium
10365,22,100,2200,1/7/2005,Shipped,1,1,2005,Motorcycles,102,Mini Creations Ltd.,50553,USA,NA,Medium
10375,41,100,4100,2/3/2005,Shipped,1,2,2005,Motorcycles,102,La Rochelle Gifts,44000,France,EMEA,Medium
10390,45,48.98,2204.1,3/4/2005,Shipped,1,3,2005,Motorcycles,102,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10403,45,100,4500,4/8/2005,Shipped,2,4,2005,Motorcycles,102,"UK Collectables, Ltd.",WX1 6LT,UK,EMEA,Medium
10106,39,40.15,1565.85,2/17/2003,Shipped,1,2,2003,Vintage Cars,43,Rovelli Gifts,24100,Italy,EMEA,Small
10120,49,50.62,2480.38,4/29/2003,Shipped,2,4,2003,Vintage Cars,43,"Australian Collectors, Co.",3004,Australia,APAC,Small
10133,27,50.19,1355.13,6/27/2003,Shipped,2,6,2003,Vintage Cars,43,Euro Shopping Channel,28034,Spain,EMEA,Small
10143,34,36.66,1246.44,8/10/2003,Shipped,3,8,2003,Vintage Cars,43,Mini Creations Ltd.,50553,USA,NA,Small
10156,20,41.02,820.4,10/8/2003,Shipped,4,10,2003,Vintage Cars,43,Euro Shopping Channel,28034,Spain,EMEA,Small
10168,48,51.93,2492.64,10/28/2003,Shipped,4,10,2003,Vintage Cars,43,Technics Stores Inc.,94217,USA,NA,Small
10199,29,38.4,1113.6,12/1/2003,Shipped,4,12,2003,Vintage Cars,43,West Coast Collectables Co.,94019,USA,NA,Small
10210,43,41.02,1763.86,1/12/2004,Shipped,1,1,2004,Vintage Cars,43,Osaka Souveniers Co.,530-0003,Japan,Japan,Small
10223,41,46.26,1896.66,2/20/2004,Shipped,1,2,2004,Vintage Cars,43,"Australian Collectors, Co.",3004,Australia,APAC,Small
10235,41,35.35,1449.35,4/2/2004,Shipped,2,4,2004,Vintage Cars,43,"Royal Canadian Collectables, Ltd.",T2F 8M4,Canada,NA,Small
10250,36,51.93,1869.48,5/11/2004,Shipped,2,5,2004,Vintage Cars,43,The Sharp Gifts Warehouse,94217,USA,NA,Small
10262,49,37.97,1860.53,6/24/2004,Cancelled,2,6,2004,Vintage Cars,43,Euro Shopping Channel,28034,Spain,EMEA,Small
10275,38,45.39,1724.82,7/23/2004,Shipped,3,7,2004,Vintage Cars,43,La Rochelle Gifts,44000,France,EMEA,Small
10284,33,51.93,1713.69,8/21/2004,Shipped,3,8,2004,Vintage Cars,43,"Norway Gifts By Mail, Co.",N 0106,Norway,EMEA,Small
10296,26,48.44,1259.44,9/15/2004,Shipped,3,9,2004,Vintage Cars,43,"Bavarian Collectables Imports, Co.",80686,Germany,EMEA,Small
10308,47,43.64,2051.08,10/15/2004,Shipped,4,10,2004,Vintage Cars,43,Mini Classics,24067,USA,NA,Small
10316,34,47.57,1617.38,11/1/2004,Shipped,4,11,2004,Vintage Cars,43,giftsbymail.co.uk,PO31 7PJ,UK,EMEA,Small
10328,34,51.93,1765.62,11/12/2004,Shipped,4,11,2004,Vintage Cars,43,Rovelli Gifts,24100,Italy,EMEA,Small
10340,40,50.62,2024.8,11/24/2004,Shipped,4,11,2004,Vintage Cars,43,Enaco Distributors,8022,Spain,EMEA,Small
10353,40,82.21,3288.4,12/4/2004,Shipped,4,12,2004,Vintage Cars,43,Gift Ideas Corp.,97561,USA,NA,Medium
10361,33,82.59,2725.47,12/17/2004,Shipped,4,12,2004,Vintage Cars,43,Souveniers And Things Co.,2067,Australia,APAC,Small
10375,49,65.8,3224.2,2/3/2005,Shipped,1,2,2005,Vintage Cars,43,La Rochelle Gifts,44000,France,EMEA,Medium
10388,27,100,2700,3/3/2005,Shipped,1,3,2005,Vintage Cars,43,FunGiftIdeas.com,50553,USA,NA,Medium
10398,49,36.66,1796.34,3/30/2005,Shipped,1,3,2005,Vintage Cars,43,Reims Collectables,51100,France,EMEA,Small
10401,56,35.35,1979.6,4/3/2005,On Hold,2,4,2005,Vintage Cars,43,Tekni Collectables Inc.,94019,USA,NA,Small
10416,37,51.93,1921.41,5/10/2005,Shipped,2,5,2005,Vintage Cars,43,L'ordine Souveniers,42100,Italy,EMEA,Small
10104,33,100,3300,1/31/2003,Shipped,1,1,2003,Trucks and Buses,115,Euro Shopping Channel,28034,Spain,EMEA,Medium
10115,27,100,2700,4/4/2003,Shipped,2,4,2003,Trucks and Buses,115,Classic Legends Inc.,10022,USA,NA,Small
10127,46,100,4600,6/3/2003,Shipped,2,6,2003,Trucks and Buses,115,Muscle Machine Inc,10022,USA,NA,Medium
10141,44,100,4400,8/1/2003,Shipped,3,8,2003,Trucks and Buses,115,Suominen Souveniers,FIN-02271,Finland,EMEA,Medium
10151,26,100,2600,9/21/2003,Shipped,3,9,2003,Trucks and Buses,115,"Oulu Toy Supplies, Inc.",90110,Finland,EMEA,Medium
10165,48,94.92,4556.16,10/22/2003,Shipped,4,10,2003,Trucks and Buses,115,"Dragon Souveniers, Ltd.",79903,Singapore,Japan,Medium
10176,23,100,2300,11/6/2003,Shipped,4,11,2003,Trucks and Buses,115,L'ordine Souveniers,42100,Italy,EMEA,Medium
10184,45,100,4500,11/14/2003,Shipped,4,11,2003,Trucks and Buses,115,"Iberia Gift Imports, Corp.",41101,Spain,EMEA,Medium
10195,49,100,4900,11/25/2003,Shipped,4,11,2003,Trucks and Buses,115,Mini Classics,24067,USA,NA,Medium
10207,28,94.92,2657.76,12/9/2003,Shipped,4,12,2003,Trucks and Buses,115,Diecast Collectables,51003,USA,NA,Small
10220,37,100,3700,2/12/2004,Shipped,1,2,2004,Trucks and Buses,115,"Clover Collections, Co.",2,Ireland,EMEA,Medium
10230,34,100,3400,3/15/2004,Shipped,1,3,2004,Trucks and Buses,115,"Blauer See Auto, Co.",60528,Germany,EMEA,Medium
10246,22,100,2200,5/5/2004,Shipped,2,5,2004,Trucks and Buses,115,Euro Shopping Channel,28034,Spain,EMEA,Small
10259,29,100,2900,6/15/2004,Shipped,2,6,2004,Trucks and Buses,115,Handji Gifts& Co,69045,Singapore,APAC,Medium
10271,34,98.39,3345.26,7/20/2004,Shipped,3,7,2004,Trucks and Buses,115,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10282,38,100,3800,8/20/2004,Shipped,3,8,2004,Trucks and Buses,115,Mini Gifts Distributors Ltd.,97562,USA,NA,Medium
10292,41,100,4100,9/8/2004,Shipped,3,9,2004,Trucks and Buses,115,Land of Toys Inc.,10022,USA,NA,Medium
10305,42,100,4200,10/13/2004,Shipped,4,10,2004,Trucks and Buses,115,Marta's Replicas Co.,51247,USA,NA,Medium
10314,28,100,2800,10/22/2004,Shipped,4,10,2004,Trucks and Buses,115,Heintze Collectables,8200,Denmark,EMEA,Medium
10325,38,100,3800,11/5/2004,Shipped,4,11,2004,Trucks and Buses,115,Baane Mini Imports,4110,Norway,EMEA,Medium
10336,23,100,2300,11/20/2004,Shipped,4,11,2004,Trucks and Buses,115,"La Corne D'abondance, Co.",75012,France,EMEA,Medium
10350,31,71.4,2213.4,12/2/2004,Shipped,4,12,2004,Trucks and Buses,115,Euro Shopping Channel,28034,Spain,EMEA,Small
10359,46,100,4600,12/15/2004,Shipped,4,12,2004,Trucks and Buses,115,Reims Collectables,51100,France,EMEA,Medium
10371,48,56.55,2714.4,1/23/2005,Shipped,1,1,2005,Trucks and Buses,115,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
10383,29,100,2900,2/22/2005,Shipped,1,2,2005,Trucks and Buses,115,Euro Shopping Channel,28034,Spain,EMEA,Medium
10395,46,100,4600,3/17/2005,Shipped,1,3,2005,Trucks and Buses,115,Lyon Souveniers,75508,France,EMEA,Medium
10412,26,100,2600,5/3/2005,Shipped,2,5,2005,Trucks and Buses,115,Euro Shopping Channel,28034,Spain,EMEA,Medium
10425,18,100,1800,5/31/2005,In Process,2,5,2005,Trucks and Buses,115,La Rochelle Gifts,44000,France,EMEA,Small
10104,32,53.31,1705.92,1/31/2003,Shipped,1,1,2003,Trains,58,Euro Shopping Channel,28034,Spain,EMEA,Small
10117,21,49.21,1033.41,4/16/2003,Shipped,2,4,2003,Trains,58,"Dragon Souveniers, Ltd.",79903,Singapore,Japan,Small
10127,46,69.12,3179.52,6/3/2003,Shipped,2,6,2003,Trains,58,Muscle Machine Inc,10022,USA,NA,Medium
10142,42,49.79,2091.18,8/8/2003,Shipped,3,8,2003,Trains,58,Mini Gifts Distributors Ltd.,97562,USA,NA,Small
